drift_target,drift_z,mlp_excess_harm,mlp_pred_std,mlp_test_r2,ridge_pred_std,ridge_test_r2,seed,trial,weighted_drift_score,y_test_std
noise,7.0,0.026052313957079964,8.954110248823854,0.9641111086161614,10.12311261480855,0.9901634225732414,2,2,0.18024932732956603,10.213371330457257
noise,10.0,0.03145964546309932,8.50076802061816,0.9561247013007003,9.567519282989371,0.9875843467637996,2,0,0.14273881688403528,9.55021971189368
noise,10.0,0.055795076669028276,8.76314387338925,0.9337919064609316,9.64288493435549,0.9895869831299599,2,1,0.1621204415755182,9.793122650944644
noise,10.0,0.03306014976705074,8.712783185283286,0.9568117964773343,10.12311261480855,0.989871946244385,2,2,0.2092084483026869,10.213371330457257
noise,15.0,0.04422666564460365,8.439042520323563,0.9415060544940382,9.567519282989371,0.9857327201386419,2,0,0.18958120021503402,9.55021971189368
noise,15.0,0.12252088317610532,8.387366673820758,0.8670171287120746,9.64288493435549,0.9895380118881799,2,1,0.20939219728552336,9.793122650944644
noise,15.0,0.03775904174551614,8.526145425497225,0.951331784773595,10.12311261480855,0.9890908265191112,2,2,0.25747364992455474,10.213371330457257
noise,20.0,0.059544952403426055,8.462941777364218,0.9236055979875382,9.567519282989371,0.9831505503909642,2,0,0.23642358354603285,9.55021971189368
noise,20.0,0.2026803814689826,8.143654112326281,0.7867718175398717,9.64288493435549,0.9894521990088543,2,1,0.2566639529955287,9.793122650944646
noise,20.0,0.03862787097488485,8.445056865771328,0.9493126785141444,10.12311261480855,0.9879405494890292,2,2,0.30573885154642255,10.213371330457257
none,0.0,0.0023773038290155757,10.10630989420646,0.987343245423802,10.149939942940339,0.9897205492528176,3,0,0.018646710683684613,10.277325918341365
none,0.0,0.0017753456407150203,10.499501109114153,0.9888624339024378,10.553346381990597,0.9906377795431528,3,1,0.06885928443577477,10.635007367849486
none,0.0,0.0023025110651738734,10.09354106057037,0.9878640909652876,10.100477624662775,0.9901666020304615,3,2,0.01522403228971108,10.17585225609327
dominant,0.0,0.0023773038290155757,10.10630989420646,0.987343245423802,10.149939942940339,0.9897205492528176,3,0,0.018646710683684613,10.277325918341365
dominant,0.0,0.0017753456407150203,10.499501109114153,0.9888624339024378,10.553346381990597,0.9906377795431528,3,1,0.06885928443577477,10.635007367849486
dominant,0.0,0.0023025110651738734,10.09354106057037,0.9878640909652876,10.100477624662775,0.9901666020304615,3,2,0.01522403228971108,10.17585225609327
dominant,1.0,0.00510038788181999,9.797885517057756,0.9846164765630767,10.149939942940339,0.9897168644448967,3,0,0.9692836675930632,10.277325918341365
dominant,1.0,0.0010658036796881154,10.429800152764464,0.989571603049633,10.553346381990597,0.9906374067293211,3,1,0.9207017260463146,10.635007367849488
dominant,1.0,0.0065368629762777575,9.775621423354147,0.9836259061929169,10.100477624662775,0.9901627691691947,3,2,0.9763686659241511,10.17585225609327
dominant,2.0,0.022432047263295396,9.122433018679839,0.9672726698768067,10.149939942940339,0.9897047171401021,3,0,1.953222095535449,10.277325918341365
dominant,2.0,0.004374456507291291,10.114625920176945,0.9862624104047413,10.553346381990599,0.9906368669120326,3,1,1.9071973048448512,10.635007367849488
dominant,2.0,0.02684707569995859,9.047914279547586,0.9633113393115442,10.100477624662775,0.9901584150115028,3,2,1.9375132995585926,10.175852256093268
dominant,3.0,0.08123536295941658,8.4415403307756,0.9084487443790175,10.149939942940339,0.989684107338434,3,0,2.93716052347784,10.277325918341365
dominant,3.0,0.018385950743345925,9.668763538090253,0.9722502093479412,10.553346381990597,0.9906361600912871,3,1,2.8936928836433844,10.635007367849488
dominant,3.0,0.09346757652593551,8.390756206893629,0.8966859630314505,10.100477624662775,0.990153539557386,3,2,2.89865793319303,10.175852256093268
dominant,5.0,0.4441208085466365,7.848172196352168,0.5454966916978405,10.149939942940339,0.989617500244477,3,0,4.905037379362622,10.277325918341365
dominant,5.0,0.1288955389283567,9.129249454836074,0.8617387065110687,10.553346381990597,0.9906342454394254,3,1,4.866684041240456,10.635007367849486
dominant,5.0,0.4632279757613469,7.947711917175032,0.5269142489985308,10.100477624662773,0.9901422247598777,3,2,4.8209472004619105,10.175852256093268
dominant,7.0,1.2474631353115897,7.702763284379546,-0.2579460921485641,10.149939942940339,0.9895170431630256,3,0,6.872914235247393,10.277325918341365
dominant,7.0,0.3991845331949262,9.033597815612461,0.5914471295788097,10.553346381990595,0.9906316627737359,3,1,6.8396751988375275,10.635007367849488
