activation,alpha,dgp,drift_target,drift_z,hidden,mlp_excess_harm,mlp_test_r2,phase,ridge_test_r2,seed
tanh,0.1,linear,dominant,10.0,"(100,)",44.70308639517709,-43.71248414486935,1,0.9906022503077415,11
tanh,0.1,linear,dominant,10.0,"(100,)",47.7317350988553,-46.74295169931416,1,0.9887833995411431,12
tanh,0.1,linear,dominant,10.0,"(100,)",45.93661399716098,-44.947151758108234,1,0.9894622390527461,13
tanh,0.1,linear,dominant,10.0,"(100,)",43.37987382653923,-42.389353167488146,1,0.9905206590510875,14
identity,0.1,linear,dominant,10.0,"(100,)",0.00022966372123256473,0.9885349219864088,1,0.9887645857076414,0
identity,0.1,linear,dominant,10.0,"(100,)",-3.207264139604149e-06,0.9900400076730662,1,0.9900368004089266,1
identity,0.1,linear,dominant,10.0,"(100,)",-0.00011322045935957536,0.9863545857294128,1,0.9862413652700532,2
identity,0.1,linear,dominant,10.0,"(100,)",0.018510848476729458,0.9687769633180521,1,0.9872878117947815,3
identity,0.1,linear,dominant,10.0,"(100,)",8.288548529189477e-05,0.9888259184830201,1,0.988908803968312,4
identity,0.1,linear,dominant,10.0,"(100,)",7.486509625531657e-05,0.9906853389435069,1,0.9907602040397622,5
identity,0.1,linear,dominant,10.0,"(100,)",0.00014907613934611597,0.9908056427787157,1,0.9909547189180619,6
identity,0.1,linear,dominant,10.0,"(100,)",5.468859290225225e-05,0.9900716654111766,1,0.9901263540040789,7
identity,0.1,linear,dominant,10.0,"(100,)",0.005704264964337513,0.9841714947301757,1,0.9898757596945132,8
identity,0.1,linear,dominant,10.0,"(100,)",9.597913618586418e-05,0.9898571355617808,1,0.9899531146979667,9
identity,0.1,linear,dominant,10.0,"(100,)",-0.00015432073861831874,0.9898503602855319,1,0.9896960395469135,10
identity,0.1,linear,dominant,10.0,"(100,)",0.030112422184347065,0.9592246555118688,1,0.9893370776962158,11
identity,0.1,linear,dominant,10.0,"(100,)",0.027643142973857615,0.9603403891475738,1,0.9879835321214314,12
identity,0.1,linear,dominant,10.0,"(100,)",-6.641674814233944e-06,0.9897637271741756,1,0.9897570854993614,13
identity,0.1,linear,dominant,10.0,"(100,)",0.00046454807486651095,0.9856263490318043,1,0.9860908971066709,14
relu,0.1,linear,dominant,10.0,"(32, 16)",2.8335176703544045,-1.843057846099497,1,0.9904598242549075,0
relu,0.1,linear,dominant,10.0,"(32, 16)",2.613362836722273,-1.6230571025800136,1,0.9903057341422594,1
relu,0.1,linear,dominant,10.0,"(32, 16)",1.6105864956856717,-0.6223000917801245,1,0.9882864039055471,2
relu,0.1,linear,dominant,10.0,"(32, 16)",1.4189669878874902,-0.4287450744305652,1,0.9902219134569249,3
relu,0.1,linear,dominant,10.0,"(32, 16)",2.717312490992674,-1.727835814681602,1,0.9894766763110716,4
relu,0.1,linear,dominant,10.0,"(32, 16)",1.6165702981112342,-0.627172661624255,1,0.9893976364869792,5
relu,0.1,linear,dominant,10.0,"(32, 16)",1.4019723963775055,-0.4111125549893291,1,0.9908598413881764,6
relu,0.1,linear,dominant,10.0,"(32, 16)",1.0799105893387524,-0.0942215362185519,1,0.9856890531202006,7
relu,0.1,linear,dominant,10.0,"(32, 16)",3.952688333954832,-2.962724432273057,1,0.9899639016817747,8
relu,0.1,linear,dominant,10.0,"(32, 16)",2.8887633196973175,-1.8994350933771695,1,0.989328226320148,9
relu,0.1,linear,dominant,10.0,"(32, 16)",4.420482388513792,-3.4300645206333957,1,0.9904178678803959,10
relu,0.1,linear,dominant,10.0,"(32, 16)",0.8060915932178276,0.18568995990682002,1,0.9917815531246477,11
relu,0.1,linear,dominant,10.0,"(32, 16)",2.0388647873884063,-1.0489123264461675,1,0.989952460942239,12
relu,0.1,linear,dominant,10.0,"(32, 16)",1.9203807175193062,-0.9311902135476027,1,0.9891905039717035,13
relu,0.1,linear,dominant,10.0,"(32, 16)",1.898910540842725,-0.910462851995054,1,0.988447688847671,14
tanh,0.1,linear,dominant,10.0,"(32, 16)",68.26166305615456,-67.27179109539141,1,0.9898719607631463,0
